Table,State_Code,District_Code,District_Name,Rural_or_Urban,Literacy,Total_Population,Male_Population,Female_Population,Total_Main_Workers,Total_Main_Male_Workers,Total_Main_Female_Workers,Total_Marginal_Workers,Total_Marginal_Male_Workers,Total_Marginal_Female_Workers,Seeking_Total_Workers,Seeking_Male_Workers,Seeking_Female_Workers,Total_Person_Nonworkers,Total_Male_Nonworkers,Total_Female_Nonworkers,Total_Person_Nonworkers_Seeking,Total_Male_Nonworkers_Seeking,Total_Female_Nonworkers_Seeking
B0103,11,241,District - North  District,Urban,Graduate and above other than technical degree,223,135,88,167,116,51,4,3,1,1,1,0,52,16,36,19,8,11
B0103,11,241,District - North  District,Urban,Technical degree or diploma equal to degree or post-graduate degree,46,37,9,38,30,8,0,0,0,0,0,0,8,7,1,3,3,0
B0103,11,242,District - West District,Total,Total,136435,70238,66197,51225,33254,17971,19123,7518,11605,4537,2148,2389,66087,29466,36621,5568,2235,3333
B0103,11,242,District - West District,Total,Illiterate,43003,18250,24753,13332,6503,6829,5302,1341,3961,736,238,498,24369,10406,13963,503,112,391
B0103,11,242,District - West District,Total,Literate,93432,51988,41444,37893,26751,11142,13821,6177,7644,3801,1910,1891,41718,19060,22658,5065,2123,2942
B0103,11,242,District - West District,Total,Literate but below matric/secondary,71661,39563,32098,26717,19156,7561,11018,4869,6149,2567,1265,1302,33926,15538,18388,2728,1059,1669
B0103,11,242,District - West District,Total,Matric/secondary but below graduate,14117,7858,6259,6728,4544,2184,1745,811,934,777,402,375,5644,2503,3141,1525,679,846
B0103,11,242,District - West District,Total,Technical diploma or certificate not equal to degree,158,108,50,66,48,18,9,5,4,7,3,4,83,55,28,29,17,12
B0103,11,242,District - West District,Total,Graduate and above other than technical degree,3717,2276,1441,2211,1557,654,398,228,170,272,159,113,1108,491,617,607,277,330
B0103,11,242,District - West District,Total,Technical degree or diploma equal to degree or post-graduate degree,414,270,144,264,177,87,26,17,9,15,9,6,124,76,48,63,42,21
B0103,11,242,District - West District,Rural,Total,131187,67528,63659,49402,31904,17498,19016,7436,11580,4520,2136,2384,62769,28188,34581,5212,2083,3129
B0103,11,242,District - West District,Rural,Illiterate,41962,17817,24145,13167,6404,6763,5280,1325,3955,734,237,497,23515,10088,13427,474,108,366
B0103,11,242,District - West District,Rural,Literate,89225,49711,39514,36235,25500,10735,13736,6111,7625,3786,1899,1887,39254,18100,21154,4738,1975,2763
B0103,11,242,District - West District,Rural,Literate but below matric/secondary,68993,38112,30881,25859,18448,7411,10950,4815,6135,2555,1256,1299,32184,14849,17335,2555,987,1568
B0103,11,242,District - West District,Rural,Matric/secondary but below graduate,13077,7318,5759,6217,4195,2022,1733,802,931,775,401,374,5127,2321,2806,1434,636,798
B0103,11,242,District - West District,Rural,Technical diploma or certificate not equal to degree,141,97,44,54,40,14,9,5,4,7,3,4,78,52,26,29,17,12
B0103,11,242,District - West District,Rural,Graduate and above other than technical degree,3367,2075,1292,2010,1420,590,395,227,168,271,158,113,962,428,534,555,253,302
B0103,11,242,District - West District,Rural,Technical degree or diploma equal to degree or post-graduate degree,355,230,125,221,150,71,24,15,9,15,9,6,110,65,45,57,36,21
B0103,11,242,District - West District,Urban,Total,5248,2710,2538,1823,1350,473,107,82,25,17,12,5,3318,1278,2040,356,152,204
B0103,11,242,District - West District,Urban,Illiterate,1041,433,608,165,99,66,22,16,6,2,1,1,854,318,536,29,4,25
B0103,11,242,District - West District,Urban,Literate,4207,2277,1930,1658,1251,407,85,66,19,15,11,4,2464,960,1504,327,148,179
B0103,11,242,District - West District,Urban,Literate but below matric/secondary,2668,1451,1217,858,708,150,68,54,14,12,9,3,1742,689,1053,173,72,101
B0103,11,242,District - West District,Urban,Matric/secondary but below graduate,1040,540,500,511,349,162,12,9,3,2,1,1,517,182,335,91,43,48
B0103,11,242,District - West District,Urban,Technical diploma or certificate not equal to degree,17,11,6,12,8,4,0,0,0,0,0,0,5,3,2,0,0,0
B0103,11,242,District - West District,Urban,Graduate and above other than technical degree,350,201,149,201,137,64,3,1,2,1,1,0,146,63,83,52,24,28
B0103,11,242,District - West District,Urban,Technical degree or diploma equal to degree or post-graduate degree,59,40,19,43,27,16,2,2,0,0,0,0,14,11,3,6,6,0
B0103,11,243,District - South District,Total,Total,146850,76670,70180,50898,35271,15627,23855,10029,13826,5518,2626,2892,72097,31370,40727,5881,2264,3617
B0103,11,243,District - South District,Total,Illiterate,40109,17313,22796,10249,5556,4693,5748,1538,4210,934,268,666,24112,10219,13893,425,88,337
B0103,11,243,District - South District,Total,Literate,106741,59357,47384,40649,29715,10934,18107,8491,9616,4584,2358,2226,47985,21151,26834,5456,2176,3280
B0103,11,243,District - South District,Total,Literate but below matric/secondary,78899,43994,34905,27194,20576,6618,14328,6592,7736,3251,1606,1645,37377,16826,20551,2601,999,1602
B0103,11,243,District - South District,Total,Matric/secondary but below graduate,16860,8922,7938,7399,4933,2466,2161,999,1162,728,350,378,7300,2990,4310,1786,741,1045
B0103,11,243,District - South District,Total,Technical diploma or certificate not equal to degree,233,170,63,141,116,25,14,8,6,11,6,5,78,46,32,27,15,12
B0103,11,243,District - South District,Total,Graduate and above other than technical degree,5115,2912,2203,2967,1991,976,471,288,183,245,145,100,1677,633,1044,778,306,472
B0103,11,243,District - South District,Total,Technical degree or diploma equal to degree or post-graduate degree,686,486,200,467,343,124,50,43,7,16,13,3,169,100,69,84,49,35
B0103,11,243,District - South District,Rural,Total,125651,65848,59803,43543,29911,13632,23264,9734,13530,5337,2509,2828,58844,26203,32641,4224,1669,2555
B0103,11,243,District - South District,Rural,Illiterate,35885,15509,20376,9517,5072,4445,5642,1504,4138,919,261,658,20726,8933,11793,332,77,255
B0103,11,243,District - South District,Rural,Literate,89766,50339,39427,34026,24839,9187,17622,8230,9392,4418,2248,2170,38118,17270,20848,3892,1592,2300
B0103,11,243,District - South District,Rural,Literate but below matric/secondary,69544,39002,30542,24377,18241,6136,14062,6455,7607,3188,1561,1627,31105,14306,16799,2085,839,1246
B0103,11,243,District - South District,Rural,Matric/secondary but below graduate,12118,6521,5597,5292,3547,1745,2036,936,1100,679,322,357,4790,2038,2752,1172,492,680
B0103,11,243,District - South District,Rural,Technical diploma or certificate not equal to degree,140,101,39,87,71,16,10,4,6,8,3,5,43,26,17,14,8,6
B0103,11,243,District - South District,Rural,Graduate and above other than technical degree,3153,1803,1350,1785,1187,598,411,252,159,206,121,85,957,364,593,452,172,280
B0103,11,243,District - South District,Rural,Technical degree or diploma equal to degree or post-graduate degree,390,299,91,268,216,52,37,32,5,10,7,3,85,51,34,43,24,19
B0103,11,243,District - South District,Urban,Total,21199,10822,10377,7355,5360,1995,591,295,296,181,117,64,13253,5167,8086,1657,595,1062
B0103,11,243,District - South District,Urban,Illiterate,4224,1804,2420,732,484,248,106,34,72,15,7,8,3386,1286,2100,93,11,82
B0103,11,243,District - South District,Urban,Literate,16975,9018,7957,6623,4876,1747,485,261,224,166,110,56,9867,3881,5986,1564,584,980
B0103,11,243,District - South District,Urban,Literate but below matric/secondary,9355,4992,4363,2817,2335,482,266,137,129,63,45,18,6272,2520,3752,516,160,356
B0103,11,243,District - South District,Urban,Matric/secondary but below graduate,4742,2401,2341,2107,1386,721,125,63,62,49,28,21,2510,952,1558,614,249,365
B0103,11,243,District - South District,Urban,Technical diploma or certificate not equal to degree,93,69,24,54,45,9,4,4,0,3,3,0,35,20,15,13,7,6
B0103,11,243,District - South District,Urban,Graduate and above other than technical degree,1962,1109,853,1182,804,378,60,36,24,39,24,15,720,269,451,326,134,192
B0103,11,243,District - South District,Urban,Technical degree or diploma equal to degree or post-graduate degree,296,187,109,199,127,72,13,11,2,6,6,0,84,49,35,41,25,16
B0103,11,244,District - East District,Total,Total,283583,151432,132151,111058,79311,31747,28620,13040,15580,6730,3418,3312,143905,59081,84824,14323,5561,8762
B0103,11,244,District - East District,Total,Illiterate,69254,30087,39167,16946,9238,7708,7161,2352,4809,1179,490,689,45147,18497,26650,1001,213,788
B0103,11,244,District - East District,Total,Literate,214329,121345,92984,94112,70073,24039,21459,10688,10771,5551,2928,2623,98758,40584,58174,13322,5348,7974
B0103,11,244,District - East District,Total,Literate but below matric/secondary,130240,71586,58654,46658,35551,11107,14855,7167,7688,3209,1744,1465,68727,28868,39859,5662,2147,3515
B0103,11,244,District - East District,Total,Matric/secondary but below graduate,52076,30982,21094,27888,21033,6855,4160,2282,1878,1399,716,683,20028,7667,12361,4638,1948,2690
B0103,11,244,District - East District,Total,Technical diploma or certificate not equal to degree,1094,818,276,785,623,162,46,36,10,20,16,4,263,159,104,86,52,34
B0103,11,244,District - East District,Total,Graduate and above other than technical degree,18005,10198,7807,11424,7638,3786,1123,622,501,589,299,290,5458,1938,3520,2225,892,1333
B0103,11,244,District - East District,Total,Technical degree or diploma equal to degree or post-graduate degree,3273,2203,1070,2432,1748,684,90,54,36,38,22,16,751,401,350,244,137,107
B0103,11,244,District - East District,Rural,Total,161096,87147,73949,65139,45725,19414,21809,8799,13010,4966,2392,2574,74148,32623,41525,6506,2601,3905
B0103,11,244,District - East District,Rural,Illiterate,45205,19646,25559,12985,6784,6201,5961,1755,4206,959,379,580,26259,11107,15152,501,120,381
B0103,11,244,District - East District,Rural,Literate,115891,67501,48390,52154,38941,13213,15848,7044,8804,4007,2013,1994,47889,21516,26373,6005,2481,3524
B0103,11,244,District - East District,Rural,Literate but below matric/secondary,78537,43854,34683,30403,22328,8075,11837,5208,6629,2446,1257,1189,36297,16318,19979,2760,1083,1677
B0103,11,244,District - East District,Rural,Matric/secondary but below graduate,24642,15857,8785,14460,11406,3054,2490,1128,1362,974,477,497,7692,3323,4369,2099,911,1188
B0103,11,244,District - East District,Rural,Technical diploma or certificate not equal to degree,379,302,77,259,233,26,22,18,4,7,7,0,98,51,47,36,19,17
B0103,11,244,District - East District,Rural,Graduate and above other than technical degree,5387,3213,2174,3256,2297,959,531,280,251,348,179,169,1600,636,964,817,342,475
B0103,11,244,District - East District,Rural,Technical degree or diploma equal to degree or post-graduate degree,703,495,208,484,378,106,32,19,13,12,6,6,187,98,89,78,39,39
B0103,11,244,District - East District,Urban,Total,122487,64285,58202,45919,33586,12333,6811,4241,2570,1764,1026,738,69757,26458,43299,7817,2960,4857
B0103,11,244,District - East District,Urban,Illiterate,24049,10441,13608,3961,2454,1507,1200,597,603,220,111,109,18888,7390,11498,500,93,407
B0103,11,244,District - East District,Urban,Literate,98438,53844,44594,41958,31132,10826,5611,3644,1967,1544,915,629,50869,19068,31801,7317,2867,4450
B0103,11,244,District - East District,Urban,Literate but below matric/secondary,51703,27732,23971,16255,13223,3032,3018,1959,1059,763,487,276,32430,12550,19880,2902,1064,1838
B0103,11,244,District - East District,Urban,Matric/secondary but below graduate,27434,15125,12309,13428,9627,3801,1670,1154,516,425,239,186,12336,4344,7992,2539,1037,1502
B0103,11,244,District - East District,Urban,Technical diploma or certificate not equal to degree,715,516,199,526,390,136,24,18,6,13,9,4,165,108,57,50,33,17
B0103,11,244,District - East District,Urban,Graduate and above other than technical degree,12618,6985,5633,8168,5341,2827,592,342,250,241,120,121,3858,1302,2556,1408,550,858
B0103,11,244,District - East District,Urban,Technical degree or diploma equal to degree or post-graduate degree,2570,1708,862,1948,1370,578,58,35,23,26,16,10,564,303,261,166,98,68
B0103,12,245,District - Tawang,Total,Total,49977,29151,20826,24430,17869,6561,4131,1685,2446,2394,1006,1388,21416,9597,11819,2033,750,1283
B0103,12,245,District - Tawang,Total,Illiterate,23904,11431,12473,10816,6063,4753,2922,985,1937,1718,598,1120,10166,4383,5783,540,126,414
B0103,12,245,District - Tawang,Total,Literate,26073,17720,8353,13614,11806,1808,1209,700,509,676,408,268,11250,5214,6036,1493,624,869
B0103,12,245,District - Tawang,Total,Literate but below matric/secondary,14797,8936,5861,5453,4516,937,793,436,357,441,262,179,8551,3984,4567,722,296,426
B0103,12,245,District - Tawang,Total,Matric/secondary but below graduate,7806,6176,1630,5738,5287,451,225,124,101,137,71,66,1843,765,1078,532,201,331
B0103,12,245,District - Tawang,Total,Technical diploma or certificate not equal to degree,173,160,13,167,157,10,2,2,0,2,2,0,4,1,3,1,0,1
B0103,12,245,District - Tawang,Total,Graduate and above other than technical degree,1399,1019,380,1088,863,225,49,38,11,24,16,8,262,118,144,115,51,64
B0103,12,245,District - Tawang,Total,Technical degree or diploma equal to degree or post-graduate degree,228,200,28,202,185,17,7,6,1,3,2,1,19,9,10,12,5,7
B0103,12,245,District - Tawang,Rural,Total,38775,20792,17983,16612,10734,5878,3863,1566,2297,2277,934,1343,18300,8492,9808,1640,638,1002
B0103,12,245,District - Tawang,Rural,Illiterate,22256,10757,11499,10423,5842,4581,2797,948,1849,1671,573,1098,9036,3967,5069,482,117,365
B0103,12,245,District - Tawang,Rural,Literate,16519,10035,6484,6189,4892,1297,1066,618,448,606,361,245,9264,4525,4739,1158,521,637
B0103,12,245,District - Tawang,Rural,Literate but below matric/secondary,11618,6907,4711,3743,3033,710,725,401,324,407,242,165,7150,3473,3677,581,258,323
B0103,12,245,District - Tawang,Rural,Matric/secondary but below graduate,2648,1558,1090,1125,850,275,168,93,75,108,51,57,1355,615,740,378,152,226
B0103,12,245,District - Tawang,Rural,Technical diploma or certificate not equal to degree,62,55,7,58,54,4,1,1,0,1,1,0,3,0,3,1,0,1
B0103,12,245,District - Tawang,Rural,Graduate and above other than technical degree,729,488,241,500,358,142,38,28,10,20,12,8,191,102,89,80,39,41
B0103,12,245,District - Tawang,Rural,Technical degree or diploma equal to degree or post-graduate degree,106,85,21,83,73,10,6,5,1,3,2,1,17,7,10,10,3,7
B0103,12,245,District - Tawang,Urban,Total,11202,8359,2843,7818,7135,683,268,119,149,117,72,45,3116,1105,2011,393,112,281
B0103,12,245,District - Tawang,Urban,Illiterate,1648,674,974,393,221,172,125,37,88,47,25,22,1130,416,714,58,9,49
B0103,12,245,District - Tawang,Urban,Literate,9554,7685,1869,7425,6914,511,143,82,61,70,47,23,1986,689,1297,335,103,232
B0103,12,245,District - Tawang,Urban,Literate but below matric/secondary,3179,2029,1150,1710,1483,227,68,35,33,34,20,14,1401,511,890,141,38,103
B0103,12,245,District - Tawang,Urban,Matric/secondary but below graduate,5158,4618,540,4613,4437,176,57,31,26,29,20,9,488,150,338,154,49,105
B0103,12,245,District - Tawang,Urban,Technical diploma or certificate not equal to degree,111,105,6,109,103,6,1,1,0,1,1,0,1,1,0,0,0,0
B0103,12,245,District - Tawang,Urban,Graduate and above other than technical degree,670,531,139,588,505,83,11,10,1,4,4,0,71,16,55,35,12,23
B0103,12,245,District - Tawang,Urban,Technical degree or diploma equal to degree or post-graduate degree,122,115,7,119,112,7,1,1,0,0,0,0,2,2,0,2,2,0
B0103,12,246,District - West Kameng,Total,Total,83947,46155,37792,34752,24640,10112,7741,3673,4068,3044,1661,1383,41454,17842,23612,5106,1621,3485
B0103,12,246,District - West Kameng,Total,Illiterate,35455,16589,18866,12776,6948,5828,3986,1593,2393,1375,650,725,18693,8048,10645,1154,228,926
B0103,12,246,District - West Kameng,Total,Literate,48492,29566,18926,21976,17692,4284,3755,2080,1675,1669,1011,658,22761,9794,12967,3952,1393,2559
B0103,12,246,District - West Kameng,Total,Literate but below matric/secondary,30950,17456,13494,10993,8321,2672,2617,1410,1207,1118,668,450,17340,7725,9615,2118,718,1400
B0103,12,246,District - West Kameng,Total,Matric/secondary but below graduate,12613,8617,3996,7536,6529,1007,831,462,369,414,251,163,4246,1626,2620,1387,496,891
B0103,12,246,District - West Kameng,Total,Technical diploma or certificate not equal to degree,431,387,44,368,347,21,21,18,3,11,11,0,42,22,20,21,10,11
B0103,12,246,District - West Kameng,Total,Graduate and above other than technical degree,2936,1967,969,2126,1714,412,131,64,67,77,44,33,679,189,490,295,99,196
B0103,12,246,District - West Kameng,Total,Technical degree or diploma equal to degree or post-graduate degree,560,454,106,459,394,65,22,18,4,6,4,2,79,42,37,41,24,17
B0103,12,246,District - West Kameng,Rural,Total,68015,37809,30206,28807,20447,8360,7035,3402,3633,2801,1554,1247,32173,13960,18213,4072,1313,2759
B0103,12,246,District - West Kameng,Rural,Illiterate,30552,14456,16096,11413,6190,5223,3726,1512,2214,1285,620,665,15413,6754,8659,1000,209,791
B0103,12,246,District - West Kameng,Rural,Literate,37463,23353,14110,17394,14257,3137,3309,1890,1419,1516,934,582,16760,7206,9554,3072,1104,1968
B0103,12,246,District - West Kameng,Rural,Literate but below matric/secondary,24553,13874,10679,8847,6636,2211,2364,1295,1069,1023,615,408,13342,5943,7399,1776,630,1146
