CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,TotalWorkers2011,TotalWorkersMale2011,TotalWorkersFemale2011,MainWorkers2011,MainWorkersMale2011,MainWorkersFemale2011,PerMainWorkers2011,PerMainMale2011,PerMainFemale2011,PerMainWorkersMale2011,PerMainWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,TotalWorkers2001,TotalMaleWorkers2001,TotalFemaleWorkers2001,MainWorkersTotal2001,MainWorkersMale2001,MainWorkerFemale2001,PerMainWorkers2001,PerMainMale2001,PerMainFemale2001,PerMainWorkersMale2001,PerMainWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,PPChangeinMain,PPChangeinMainMale,PPChangeinMainFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Hardoi,155,District - Hardoi ,0,4092845,2191442,1901403,1319274,1092527,226747,970053,866369,103684,73.52930475,79.29955049,45.72673508,89.31151185,10.68848815,78.13954495,5.195489319,3.68299464,1.472496864,11.50947422,21.86045505,3398306,1842698,1555608,1034953,872724,162229,903749,851407,52342,87.32270934,97.55741792,32.26426841,94.20834767,5.791652328,80.52180417,6.754530295,4.440502839,1.106833866,7.176328826,19.47819583,-13.79340459,-18.25786743,13.46246667,4.896835827,-2.382259221,-1.559040977,-0.757508198,0.365662997,4.333145399
Unnao,156,District - Unnao ,0,3108367,1630087,1478280,1124322,850727,273595,761684,645266,116418,67.74607274,75.84877405,42.55121621,84.71570888,15.28429112,69.71001098,7.019971537,5.088461882,2.448784535,15.73277107,30.28998902,2700324,1422509,1277815,851138,649929,201209,689578,616416,73162,81.01835425,94.84359061,36.36119657,89.39032278,10.60967722,73.92825757,9.265666828,5.820806348,1.845476509,9.139792743,26.07174243,-13.27228151,-18.99481656,6.190019647,4.6746139,-4.218246596,-2.245695291,-0.732344466,0.603308026,6.592978328
Lucknow,157,District - Lucknow ,0,4589838,2394476,2195362,1544838,1227014,317824,1154406,970380,184026,74.72667037,79.08467222,57.90185763,84.05881466,15.94118534,22.03072403,13.81948812,12.10795855,6.938893249,45.10293606,77.96927597,3647834,1932317,1715517,1066358,843392,222966,898890,797528,101362,84.29533046,94.56195933,45.46074289,88.72364805,11.27635195,29.20123708,15.22266351,13.43245558,5.089721768,37.05392206,70.79876292,-9.568660092,-15.47728711,12.44111474,4.664833392,-7.170513055,-1.40317539,-1.324497032,1.849171481,8.049013996
Rae Bareli,158,District - Rae Bareli ,0,3405559,1752542,1653017,1203425,866483,336942,645694,521835,123859,53.65469389,60.22449373,36.75973906,80.81769383,19.18230617,65.29222821,7.546608765,5.044804505,3.571970624,18.5443879,34.70777179,2872335,1472230,1400105,863061,605202,257859,657234,550847,106387,76.15151189,91.01870119,41.2578192,83.81291899,16.18708101,73.9534169,8.393661923,5.33432537,1.546633315,10.7719625,26.0465831,-22.49681799,-30.79420746,-4.498080131,2.995225161,-8.661188688,-0.847053157,-0.289520865,2.025337309,7.772425402
Farrukhabad,159,District - Farrukhabad ,0,1885204,1006240,878964,592873,495022,97851,475198,424720,50478,80.1517357,85.79820695,51.58659595,89.37748054,10.62251946,67.26732857,10.69154331,5.106082096,2.252113856,14.68293217,32.73267143,1570408,849800,720608,735390,432775,302615,378537,357772,20765,51.47431975,82.66928543,6.861854171,94.51440678,5.485593218,69.65263633,11.15346716,5.944729313,1.981048088,11.2681191,30.34736367,28.67741595,3.128921523,44.72474178,5.136926237,-2.385307768,-0.46192385,-0.838647217,0.271065768,3.414813067
Kannauj,160,District - Kannauj ,0,1656616,881776,774840,524688,431205,93483,418812,366169,52643,79.82115086,84.91761459,56.31291251,87.43039836,12.56960164,73.11442843,10.60356437,3.933507158,1.643219392,10.70528065,26.88557157,1388923,744170,644753,667052,392052,275000,348834,317749,31085,52.29487356,81.04766715,11.30363636,91.08888468,8.911115316,74.30783697,12.92104554,4.597315629,1.214617841,6.959184024,25.69216303,27.52627729,3.869947445,45.00927614,3.65848632,-1.193408535,-2.317481173,-0.66380847,0.428601551,3.746096626
Etawah,161,District - Etawah ,0,1581810,845856,735954,505846,413592,92254,361260,321797,39463,71.41699252,77.80542177,42.77646498,89.07628855,10.92371145,65.39168466,6.913026629,6.19802912,3.292365609,18.20489398,34.60831534,1338871,720749,618122,622440,366505,255935,301783,284062,17721,48.48386993,77.50562748,6.924023678,94.12789985,5.872100151,65.2743859,9.223846274,8.379199624,2.728450575,14.39411763,34.7256141,22.93312259,0.299794287,35.8524413,5.051611303,0.117298759,-2.310819645,-2.181170503,0.563915034,3.810776355
Auraiya,162,District - Auraiya ,0,1379545,740040,639505,441922,364546,77376,325804,291879,33925,73.72432239,80.0664388,43.8443445,89.58729788,10.41270212,73.17282784,5.067463874,5.785380167,2.496593044,13.47773508,26.82717216,1179993,635762,544231,374117,283203,90914,288068,261925,26143,76.99944135,92.48666151,28.75574719,90.92471222,9.075287779,73.63643306,6.51130983,7.126095228,2.043267562,10.68289432,26.36356694,-3.27511896,-12.42022271,15.08859731,1.337414336,-0.463605229,-1.443845956,-1.34071506,0.453325482,2.794840763
Kanpur Dehat,163,District - Kanpur Dehat ,0,1796184,963255,832929,628315,493622,134693,448404,385636,62768,71.36611413,78.12374651,46.60078846,86.00190899,13.99809101,74.64697014,6.288525526,4.503974095,2.360817477,12.19971276,25.35302986,1563336,844339,718997,479158,368661,110497,377240,338813,38427,78.72977181,91.90367302,34.77650977,89.81364648,10.18635352,75.95854098,8.098292864,5.089067967,1.478369208,9.375728979,24.04145902,-7.363657677,-13.77992651,11.82427869,3.811737492,-1.311570839,-1.809767338,-0.585093873,0.882448269,2.82398378
Kanpur Nagar,164,District - Kanpur Nagar ,0,4581268,2459806,2121462,1574403,1300937,273466,1231253,1068221,163032,78.20443686,82.11166259,59.61691764,86.7588546,13.2411454,28.31838785,16.82838539,13.98209791,5.896188679,34.97494016,71.68161215,4167999,2247216,1920783,1244593,983520,261073,1042671,930771,111900,83.77606173,94.63671303,42.86157512,89.26794742,10.73205258,27.14672222,20.0494691,17.50293237,4.138218096,31.16265821,72.85327778,-5.571624876,-12.52505044,16.75534253,2.509092818,1.171665637,-3.221083711,-3.520834461,1.757970584,3.812281951
Jalaun,165,District - Jalaun ,0,1689974,906092,783882,620975,471044,149931,420940,360443,60497,67.78694794,76.52002785,40.34989428,85.62811802,14.37188198,71.09255476,4.870527866,5.405520977,3.897230009,14.73416639,28.90744524,1454452,786641,667811,379370,322540,56830,355497,317176,38321,93.70719878,98.33695046,67.43093437,89.22044349,10.77955651,71.29399123,6.784023494,6.708354782,2.475407669,12.73822283,28.70600877,-25.92025083,-21.8169226,-27.08104008,3.59232547,-0.201436471,-1.913495628,-1.302833805,1.42182234,1.995943563
Jhansi,166,District - Jhansi ,0,1998603,1057436,941167,815668,566083,249585,560250,444131,116119,68.68603402,78.4568694,46.52483122,79.27371709,20.72628291,57.94074074,7.462382865,6.178313253,5.350111557,23.06845158,42.05925926,1744931,932818,812113,550863,412027,138836,465128,392709,72419,84.43623914,95.31147231,52.16154312,84.43030736,15.56969264,56.78006914,10.23847199,7.884281316,3.27501247,21.82216508,43.21993086,-15.75020511,-16.85460291,-5.636711896,5.156590266,1.160671598,-2.776089126,-1.705968063,2.075099088,1.246286503
Lalitpur,167,District - Lalitpur ,0,1221592,641011,580581,504024,326961,177063,357340,278632,78708,70.89741758,85.21872639,44.45197472,77.9739184,22.0260816,78.83780153,3.894050484,3.694520625,2.980354844,10.59327251,21.16219847,977734,519413,458321,436054,280748,155306,289207,239428,49779,66.32366633,85.28217476,32.05220661,82.78776102,17.21223898,76.77027181,6.707306531,4.526169837,1.986466441,10.00978538,23.22972819,4.573751248,-0.063448369,12.39976811,4.813842618,2.067529721,-2.813256047,-0.831649212,0.993888403,0.583487135
Hamirpur,168,District - Hamirpur ,0,1104285,593537,510748,444501,308794,135707,290730,233244,57486,65.4059271,75.53385105,42.36037935,80.22701476,19.77298524,70.09665325,5.697382451,4.415093042,6.024834038,13.76603722,29.90334675,1043724,563801,479923,301830,244885,56945,273877,232461,41416,90.73882649,94.9265982,72.72982703,84.87788314,15.12211686,73.80977592,7.290133892,5.93222505,2.969946363,9.997918774,26.19022408,-25.3328994,-19.39274715,-30.36944768,4.650868381,-3.713122669,-1.592751441,-1.517132008,3.054887676,3.768118443
Mahoba,169,District - Mahoba ,0,875958,466358,409600,349788,237002,112786,239033,184727,54306,68.33653527,77.94322411,48.14959303,77.28096121,22.71903879,69.93134839,7.07684713,3.767680613,6.840059741,12.38406413,30.06865161,708447,379691,328756,251173,195201,55972,204262,165216,39046,81.3232314,84.63891066,69.75987994,80.88435441,19.11564559,74.49892785,7.236294563,4.994565803,4.184821455,9.085390332,25.50107215,-12.98669613,-6.695686554,-21.61028691,3.603393201,-4.567579456,-0.159447433,-1.22688519,2.655238286,3.298673793
Banda,170,District - Banda ,0,1799410,965876,833534,701958,485813,216145,483170,384734,98436,68.83175347,79.19384619,45.54165028,79.62704638,20.37295362,74.82977006,4.332222613,4.498623673,4.892273941,11.44710971,25.17022994,1537334,826544,710790,473277,370588,102689,417209,336012,81197,88.15323796,90.66996233,79.07078655,80.53805167,19.46194833,75.93771946,6.375701387,5.29446872,3.05746041,9.33465002,24.06228054,-19.32148449,-11.47611614,-33.52913627,0.911005291,-1.107949404,-2.043478774,-0.795845047,1.834813531,2.112459693
Chitrakoot,171,District - Chitrakoot ,0,991730,527721,464009,394341,254946,139395,283033,209112,73921,71.77366797,82.02207526,53.02987912,73.8825508,26.1174492,78.51911261,4.37369494,3.82676225,2.984457643,10.29597255,21.48088739,766225,409178,357047,279045,185321,93724,222835,165375,57460,79.85629558,89.23705354,61.30766933,74.21410461,25.78589539,81.64157336,5.097493661,4.170350259,1.454439383,7.636143335,18.35842664,-8.082627612,-7.214978282,-8.277790206,0.331553809,-3.122460749,-0.723798721,-0.343588009,1.530018259,2.65982922
Fatehpur,172,District - Fatehpur ,0,2632733,1384722,1248011,1064428,713995,350433,670155,521712,148443,62.9591668,73.06941925,42.35988049,77.84945274,22.15054726,71.52419963,7.080749976,4.658325313,3.400705807,13.33601928,28.47580037,2308384,1219602,1088782,694757,514745,180012,591407,482255,109152,85.12429526,93.68813684,60.6359576,81.54367466,18.45632534,75.80955247,8.025606731,5.174778114,2.159088411,8.83097427,24.19044753,-22.16512846,-20.61871759,-18.27607711,3.694221922,-4.285352849,-0.944856755,-0.516452801,1.241617396,4.505045009
Pratapgarh,173,District - Pratapgarh ,0,3209141,1606085,1603056,1067133,704959,362174,552886,420112,132774,51.81041164,59.59382035,36.66027931,75.98528449,24.01471551,62.06161849,7.710450256,5.122574997,2.789001711,22.31635455,37.93838151,2731174,1362948,1368226,670481,490209,180272,575040,449118,125922,85.76529387,91.61765696,69.85111387,78.10204508,21.89795492,73.18725654,9.712715637,5.415797162,1.197829716,10.48640095,26.81274346,-33.95488224,-32.02383661,-33.19083456,2.116760586,-11.12563805,-2.002265382,-0.293222165,1.591171995,11.8299536
Kaushambi,174,District - Kaushambi,0,1599596,838485,761111,639258,402706,236552,415405,293069,122336,64.98237019,72.77492761,51.71632453,70.55018596,29.44981404,73.18616772,7.251718203,3.904623199,2.565207448,13.09228343,26.81383228,1293154,682290,610864,423522,285707,137815,324375,252044,72331,76.58988199,88.21764955,52.48412727,77.70142582,22.29857418,75.42042389,9.642235067,5.144971098,1.67583815,8.116531792,24.57957611,-11.6075118,-15.44272194,-0.767802743,7.151239856,-2.234256176,-2.390516865,-1.240347899,0.889369298,4.975751642
Allahabad,175,District - Allahabad,0,5954391,3131807,2822584,2111905,1426016,685889,1285963,980659,305304,60.89113857,68.76914425,44.51215867,76.25872595,23.74127405,45.97511748,11.13476826,7.725805486,4.941044182,30.22326459,54.02488252,4936105,2626448,2309657,1254018,957540,296478,1112135,901572,210563,88.68572859,94.15502224,71.02145859,81.06677697,18.93322303,51.06016806,15.88035625,8.657042535,3.264801485,21.13763167,48.93983194,-27.79459002,-25.385878,-26.50929992,4.808051014,-5.085050575,-4.745587989,-0.931237049,1.676242697,9.085632916
Bara Banki,176,District - Bara Banki,0,3260699,1707073,1553626,1192828,871986,320842,834356,678111,156245,69.94772088,77.76627148,48.69842477,81.27358106,18.72641894,74.06766416,8.037096875,3.815158038,1.816970214,12.26311071,25.93233584,2673581,1416921,1256660,861754,667665,194089,714576,617519,97057,82.92111206,92.4893472,50.00644034,86.41753991,13.58246009,77.65556078,9.160677101,4.39505385,0.98408007,7.804628199,22.34443922,-12.97339118,-14.72307573,-1.308015575,5.14395885,-3.587896618,-1.123580226,-0.579895812,0.832890144,4.458482511
Faizabad,177,District - Faizabad,0,2470996,1259628,1211368,834204,601003,233201,499729,407201,92528,59.90489137,67.75357195,39.67735987,81.48436453,18.51563547,61.22538416,7.181892586,6.09850539,3.620762453,21.87345541,38.77461584,2088928,1077472,1011456,622646,460654,161992,521773,428042,93731,83.79930169,92.92049998,57.86149933,82.03605783,17.96394217,71.6924793,7.716957374,5.987852955,2.138477844,12.46423253,28.3075207,-23.89441032,-25.16692804,-18.18413946,0.5516933,-10.46709514,-0.535064788,0.110652435,1.482284609,9.409222883
Ambedkar Nagar,178,District - Ambedkar Nagar,0,2397888,1212410,1185478,786470,546621,239849,440790,349512,91278,56.04663878,63.94046332,38.05644385,79.29217995,20.70782005,62.50051045,12.0851199,5.053653667,2.568116337,17.79259965,37.49948955,2026876,1024953,1001923,555798,404083,151715,444477,367367,77110,79.97096067,90.91374792,50.82556108,82.65152078,17.34847922,69.62407504,13.89520718,5.492522673,1.633155371,9.355039743,30.37592496,-23.92432189,-26.9732846,-12.76911724,3.359340826,-7.123564589,-1.810087278,-0.438869005,0.934960965,8.437559907
Sultanpur,179,District - Sultanpur,0,3797117,1914586,1882531,1244608,871741,372867,692991,550115,142876,55.67945891,63.10532601,38.31822071,79.38270483,20.61729517,64.76260153,8.212516468,5.217960984,2.779834082,19.02708693,35.23739847,3214832,1623819,1591013,832402,614321,218081,682275,563711,118564,81.96460364,91.76163602,54.3669554,82.62225642,17.37774358,70.79681946,11.8889011,4.972042065,1.54571104,10.79652633,29.20318054,-26.28514473,-28.65631001,-16.04873469,3.239551596,-6.03421793,-3.676384634,0.245918918,1.234123041,8.230560605
Bahraich,180,District - Bahraich,0,3487731,1843884,1643847,1151457,895170,256287,742970,639942,103028,64.52433743,71.48832065,40.20024426,86.13295288,13.86704712,79.28839657,3.760851717,3.8702774,2.102238314,10.978236,20.71160343,2381072,1275351,1105721,820067,636308,183759,636227,573150,63077,77.58231949,90.07430364,34.32593778,90.08577127,9.914228727,81.89136896,4.898094548,4.533602001,1.434708052,7.242226438,18.10863104,-13.05798207,-18.58598298,5.87430648,3.952818395,-2.602972391,-1.137242831,-0.6633246,0.667530261,3.736009561
Shrawasti,181,District - Shrawasti,0,1117361,593897,523464,403755,293981,109774,232762,192781,39981,57.64931704,65.57600661,36.42119263,82.82322716,17.17677284,84.09534202,2.805870374,2.033837138,1.069762246,9.995188218,15.90465798,1176391,631916,544475,421672,327309,94363,336631,292640,43991,79.832429,89.40786841,46.61890783,86.9319819,13.0680181,88.56670954,3.447394922,2.732962799,0.537977786,4.714954951,11.43329046,-22.18311196,-23.83186179,-10.1977152,4.108754744,-4.471367519,-0.641524548,-0.699125661,0.531784461,5.280233267
Balrampur,182,District - Balrampur,0,2148665,1114721,1033944,761249,535150,226099,459847,368813,91034,60.40691022,68.91768663,40.26289369,80.20341548,19.79658452,79.97834062,3.816921715,3.643820662,2.46081849,10.10009851,20.02165938,1682350,887939,794411,610258,440406,169852,499528,396625,102903,81.85521534,90.05894561,60.58392012,79.39995356,20.60004644,85.64464855,4.101671978,3.840024984,0.922671001,5.490983488,14.35535145,-21.44830511,-21.14125898,-20.32102643,-0.803461928,-5.666307926,-0.284750263,-0.196204321,1.538147488,4.609115023
Gonda,183,District - Gonda,0,3433919,1787146,1646773,1170891,856375,314516,740045,604746,135299,63.20357745,70.61696103,43.01816124,81.71746313,18.28253687,75.8680891,4.417298948,3.523164132,1.627333473,14.56411434,24.1319109,2765586,1451101,1314485,846199,668598,177601,697252,622410,74842,82.39811203,93.09181302,42.14052849,89.26614768,10.73385232,82.72188534,4.961333922,4.106406292,0.890208992,7.32016545,17.27811466,-19.19453458,-22.47485199,0.87763275,7.54868455,-6.853796241,-0.544034974,-0.58324216,0.737124481,7.243948895
Siddharthnagar,184,District - Siddharthnagar,0,2559297,1295095,1264202,878898,583633,295265,447943,347611,100332,50.96643752,59.55986039,33.98032276,77.60161449,22.39838551,76.95331772,4.117934648,3.932643216,1.656460755,13.33964366,23.04668228,2040085,1047165,992920,619939,436822,183117,492603,395276,97327,79.4599146,90.48903215,53.15017175,80.24230466,19.75769534,84.74999137,4.531844102,3.874113637,0.693053026,6.150997862,15.25000863,-28.49347709,-30.92917175,-19.16984899,2.640690164,-7.796673651,-0.413909454,0.058529579,0.963407729,7.188645798
Basti,185,District - Basti,0,2464464,1255272,1209192,783511,558482,225029,443671,360762,82909,56.6260078,64.59688943,36.8436957,81.31295487,18.68704513,71.44054942,5.034586439,4.695821904,1.941303353,16.88773889,28.55945058,2084814,1075765,1009049,645103,452554,192549,475748,396854,78894,73.7476031,87.69207653,40.97346649,83.41685094,16.58314906,79.06034287,6.050472099,4.456140646,0.770155629,9.662888756,20.93965713,-17.12159529,-23.0951871,-4.129770793,2.103896068,-7.619793454,-1.01588566,0.239681258,1.171147725,7.224850131
Sant Kabir Nagar,186,District - Sant Kabir Nagar,0,1715183,869656,845527,538887,383051,155836,264853,218517,46336,49.14815165,57.04645073,29.73382274,82.50501221,17.49498779,67.91578725,8.606283486,4.94500723,2.758133757,15.77478828,32.08421275,1420226,719465,700761,472272,316618,155654,296362,245816,50546,62.75239692,77.638037,32.47330618,82.94450706,17.05549294,77.19511948,7.932865887,5.038770153,1.204607878,8.6286366,22.80488052,-13.60424527,-20.59158627,-2.739483442,0.439494841,-9.279332234,0.673417599,-0.093762922,1.553525879,7.146151679
Mahrajganj,187,District - Mahrajganj,0,2684703,1381754,1302949,994235,659595,334640,439396,343315,96081,44.1943806,52.04936362,28.71174994,78.1333922,21.8666078,70.95831551,5.902648181,4.827535981,2.295878888,16.01562144,29.04168449,2173878,1124290,1049588,577739,416093,161646,476112,384343,91769,82.40953095,92.36949432,56.7715873,80.72533353,19.27466647,79.76043452,6.431679941,5.04860201,0.951666835,7.807616695,20.23956548,-38.21515034,-40.3201307,-28.05983736,2.591941333,-8.802119014,-0.52903176,-0.221066028,1.344212054,8.208004749
Gorakhpur,188,District - Gorakhpur,0,4440895,2277777,2163118,1351703,1017316,334387,745250,615820,129430,55.13415299,60.53379678,38.70664828,82.6326736,17.3673264,46.92653472,8.886011406,8.430727944,7.206709158,28.55001677,53.07346528,3769456,1923197,1846259,951232,689357,261875,694029,594062,99967,72.96106523,86.1762483,38.17355609,85.59613503,14.40386497,55.5471025,10.92331877,9.327852294,4.054585615,20.14714083,44.4528975,-17.82691224,-25.64245153,0.533092199,2.963461432,-8.620567779,-2.037307361,-0.897124351,3.152123543,8.402875947
Kushinagar,189,District - Kushinagar,0,3564544,1818055,1746489,1116973,804857,312116,523258,422820,100438,46.84607417,52.53355565,32.17970242,80.80526241,19.19473759,68.83812574,6.655225529,4.143271579,3.009796315,17.35358083,31.16187426,2893196,1473637,1419559,575552,479604,95948,573445,478673,94772,99.63391666,99.80588152,98.7743361,83.47321888,16.52678112,78.37909477,7.763778566,4.591198807,1.293759646,7.972168211,21.62090523,-52.78784249,-47.27232587,-66.59463368,2.667956465,-9.540969026,-1.108553037,-0.447927228,1.716036669,9.381412623
